156;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;FIBRA OPTICA;FIBRA OPTICA;5001
157;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;Otros;Otros;1
158;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;SATELITAL;SATELITAL;19
159;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;WIRELESS;WIRELESS;1
160;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;ADSL;ADSL;7
161;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;CABLEMODEM;CABLEMODEM;10808
162;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;DIAL UP;DIAL UP;14
163;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;FIBRA OPTICA;FIBRA OPTICA;11227
164;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;Otros;Otros;1
165;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;SATELITAL;SATELITAL;3
166;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;WIRELESS;WIRELESS;340
167;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;ADSL;ADSL;2
168;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;CABLEMODEM;CABLEMODEM;4234
169;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;DIAL UP;DIAL UP;4
170;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;FIBRA OPTICA;FIBRA OPTICA;6037
171;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;Otros;Otros;1
172;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;SATELITAL;SATELITAL;1
173;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;WIRELESS;WIRELESS;2
174;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;ADSL;ADSL;1
